x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0.7057764530181885,0.8773822784423828,0.6582731008529663,0.8749321103096008,0.6174391508102417,0.8489433526992798,0.5887373089790344,0.8276014924049377,0.5673427581787109,0.8171025514602661,0.6267024278640747,0.7740277051925659,0.5989177227020264,0.7016528844833374,0.5820944905281067,0.6557085514068604,0.5703693628311157,0.6240279674530029,0.6560510396957397,0.7542413473129272,0.6376498937606812,0.6738482713699341,0.6260871887207031,0.6260479688644409,0.6182605028152466,0.5934102535247803,0.6874741911888123,0.7468346953392029,0.6732979416847229,0.6705198287963867,0.6631174087524414,0.626763641834259,0.6562015414237976,0.5970814824104309,0.7192257642745972,0.7502490282058716,0.7191214561462402,0.6912939548492432,0.7156378030776978,0.654851496219635,0.7124923467636108,0.6292814612388611
0.665277898311615,0.790422797203064,0.6102709174156189,0.7855196595191956,0.5577791333198547,0.7558701634407043,0.5152154564857483,0.7238445281982422,0.4789631962776184,0.700058102607727,0.5881573557853699,0.6527407169342041,0.5556514263153076,0.5791627168655396,0.533054530620575,0.5307202935218811,0.5138418078422546,0.48962926864624023,0.6284323930740356,0.6296566724777222,0.617440938949585,0.5409538745880127,0.6099919676780701,0.48588240146636963,0.602147102355957,0.4387894570827484,0.6661013960838318,0.6298497915267944,0.6725497841835022,0.5531681180000305,0.6732563972473145,0.49650251865386963,0.6723275184631348,0.4509965777397156,0.6979787945747375,0.6467070579528809,0.7075314521789551,0.6028336882591248,0.7110077738761902,0.5868246555328369,0.7138540744781494,0.576056957244873
0.6380336284637451,0.752914547920227,0.5741399526596069,0.7457989454269409,0.5209953784942627,0.7033290266990662,0.48252132534980774,0.6626203060150146,0.4458027780056,0.6409374475479126,0.5525392293930054,0.5838699340820312,0.5216569900512695,0.515329897403717,0.501582145690918,0.4706147611141205,0.48566412925720215,0.432354599237442,0.5929887890815735,0.5639495253562927,0.5796570181846619,0.4787498712539673,0.5701588988304138,0.423238068819046,0.5621298551559448,0.37450629472732544,0.6319505572319031,0.5668516755104065,0.6308228373527527,0.48153626918792725,0.6281856298446655,0.4252685308456421,0.62389075756073,0.3741686940193176,0.6693357825279236,0.5875387191772461,0.6818439960479736,0.5253792405128479,0.6848565340042114,0.4828929901123047,0.684707760810852,0.4420594274997711
0.6180757284164429,0.7270361185073853,0.5561275482177734,0.7261865139007568,0.5044711828231812,0.6814517974853516,0.46857795119285583,0.6370800137519836,0.4330443739891052,0.6114954352378845,0.5340495109558105,0.5578842163085938,0.5019463300704956,0.48809486627578735,0.4811628758907318,0.4429224729537964,0.4636671543121338,0.4013192653656006,0.5739055275917053,0.5359587073326111,0.5613759756088257,0.4463399350643158,0.5536968111991882,0.3860381245613098,0.5482208728790283,0.3328593373298645,0.6145636439323425,0.5401269793510437,0.6136058568954468,0.4523220360279083,0.6138532161712646,0.3943977653980255,0.6148420572280884,0.3416517972946167,0.653700053691864,0.5617886185646057,0.6612600684165955,0.4956124424934387,0.6656516790390015,0.4513552188873291,0.669046938419342,0.40826964378356934
0.6135351657867432,0.7290419340133667,0.5481559634208679,0.7262263298034668,0.4961123764514923,0.6769182085990906,0.4590104818344116,0.6303443312644958,0.4207531213760376,0.603853166103363,0.5256302952766418,0.5492112636566162,0.4950501024723053,0.4769202470779419,0.47513172030448914,0.4310966730117798,0.4580148458480835,0.38807639479637146,0.5670779347419739,0.52685546875,0.5541492700576782,0.4363614022731781,0.5463273525238037,0.3759543299674988,0.5397781133651733,0.3221157193183899,0.6087814569473267,0.5318775773048401,0.6103410720825195,0.4430762231349945,0.6097854375839233,0.38530492782592773,0.6082256436347961,0.3311498761177063,0.6479619741439819,0.5554817318916321,0.6564467549324036,0.4884880781173706,0.6613895893096924,0.44455641508102417,0.6645830273628235,0.4007282853126526
0.6083760261535645,0.7319839000701904,0.5431379079818726,0.7244508266448975,0.49303117394447327,0.677173912525177,0.4556336998939514,0.6323553323745728,0.4174128770828247,0.6036089062690735,0.523352324962616,0.5469814538955688,0.4928874373435974,0.4735051989555359,0.4725395441055298,0.42704319953918457,0.45510226488113403,0.38310545682907104,0.5652984380722046,0.5258709788322449,0.553122341632843,0.43528231978416443,0.5460870265960693,0.3744010329246521,0.5403162240982056,0.3208698630332947,0.6075705289840698,0.531524658203125,0.6096321940422058,0.44303834438323975,0.6097382307052612,0.38448309898376465,0.6087925434112549,0.329978346824646,0.6475436687469482,0.5548192858695984,0.6567862629890442,0.48687952756881714,0.6626023054122925,0.44187718629837036,0.6668953895568848,0.39761441946029663
0.6119181513786316,0.7360214591026306,0.5460864901542664,0.7317755222320557,0.492241770029068,0.6851165294647217,0.4550871253013611,0.6399336457252502,0.41873347759246826,0.6098399758338928,0.5222873091697693,0.5524258017539978,0.49168217182159424,0.47830328345298767,0.471955806016922,0.43135201930999756,0.45498722791671753,0.3875831961631775,0.5646937489509583,0.5299618244171143,0.5522759556770325,0.43812817335128784,0.5448625683784485,0.3771280348300934,0.5389184355735779,0.3239400386810303,0.607273280620575,0.5346149206161499,0.6092442274093628,0.4447396993637085,0.6097176671028137,0.3868769407272339,0.6093154549598694,0.33311522006988525,0.6474066972732544,0.5580212473869324,0.657646894454956,0.48943671584129333,0.6646386981010437,0.44557976722717285,0.6698920726776123,0.40231338143348694
0.6126164197921753,0.7432830333709717,0.5475655198097229,0.7349425554275513,0.4954156279563904,0.6879614591598511,0.45674654841423035,0.644085168838501,0.41939496994018555,0.6131865978240967,0.525368332862854,0.5546591877937317,0.49386513233184814,0.4802490472793579,0.47300827503204346,0.43300381302833557,0.45577841997146606,0.38819751143455505,0.5673319101333618,0.5339361429214478,0.5541572570800781,0.4411659836769104,0.5453958511352539,0.3783153295516968,0.5380244255065918,0.3230838477611542,0.6094927191734314,0.5396480560302734,0.6106517314910889,0.45111432671546936,0.6088865995407104,0.39321213960647583,0.6057959794998169,0.33849596977233887,0.6493943333625793,0.5638355016708374,0.6597194671630859,0.49538755416870117,0.6644386649131775,0.44962745904922485,0.667522132396698,0.40369144082069397
0.6164925694465637,0.739755392074585,0.5490860939025879,0.7344828248023987,0.49751222133636475,0.6870309710502625,0.46122413873672485,0.6406700015068054,0.42478007078170776,0.6105879545211792,0.5275730490684509,0.5574806332588196,0.4988294839859009,0.48192059993743896,0.479220986366272,0.4330105781555176,0.46239787340164185,0.38852259516716003,0.5699396729469299,0.5371077656745911,0.5590877532958984,0.4435262978076935,0.5521098971366882,0.380338191986084,0.5466303825378418,0.32450592517852783,0.6119678020477295,0.5433332324028015,0.6132081747055054,0.4509967565536499,0.6126512885093689,0.39125049114227295,0.6116121411323547,0.33495402336120605,0.6516355276107788,0.5680391192436218,0.6627609729766846,0.4996471703052521,0.6692858338356018,0.45314210653305054,0.6740699410438538,0.40634697675704956
0.6145716905593872,0.7447935342788696,0.5496791005134583,0.730940580368042,0.4978746771812439,0.6781623959541321,0.4625227451324463,0.6323602199554443,0.42888230085372925,0.5988627672195435,0.5331382751464844,0.5545790791511536,0.5058784484863281,0.4796222746372223,0.4865761995315552,0.43366312980651855,0.46864765882492065,0.39327889680862427,0.5735129117965698,0.5378544330596924,0.5600653290748596,0.44561898708343506,0.5507878661155701,0.3840416967868805,0.5427179932594299,0.33106622099876404,0.6137669682502747,0.5456820130348206,0.6121918559074402,0.4554687738418579,0.611106276512146,0.396820068359375,0.6086398959159851,0.3429625332355499,0.6523700952529907,0.5724035501480103,0.6624308228492737,0.5053164958953857,0.666887104511261,0.4588022232055664,0.6692653894424438,0.4137783646583557
